InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Date,Year,Month,Day,DayOfWeek,Hour,IsWeekend,TotalSales,InvoiceNo_encoded,StockCode_encoded,Description_encoded,CustomerID_encoded,Country_encoded,Date_encoded
563857,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-08-19 15:44:00,9.95,12968.0,United Kingdom,2011-08-19,2011,8,19,4,15,0,9.95,2461,791,1792,189,27,209
563750,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-08-19 10:18:00,4.95,16122.0,United Kingdom,2011-08-19,2011,8,19,4,10,0,19.8,2452,1214,577,1107,27,209
563840,23166,MEDIUM CERAMIC TOP STORAGE JAR,24,2011-08-19 13:33:00,1.25,14712.0,United Kingdom,2011-08-19,2011,8,19,4,13,0,30.0,2458,1241,943,703,27,209
563745,23332,IVORY WICKER HEART LARGE,12,2011-08-19 09:38:00,1.65,15159.0,United Kingdom,2011-08-19,2011,8,19,4,9,0,19.799999999999997,2451,1364,808,837,27,209
563771,23091,ZINC HERB GARDEN CONTAINER,1,2011-08-19 11:17:00,6.25,17841.0,United Kingdom,2011-08-19,2011,8,19,4,11,0,6.25,2454,1195,1855,1599,27,209
563848,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-08-19 14:57:00,6.75,14911.0,EIRE,2011-08-19,2011,8,19,4,14,0,27.0,2460,591,1139,757,6,209
563753,16161U,WRAP SUKI AND FRIENDS,25,2011-08-19 10:51:00,0.42,12513.0,France,2011-08-19,2011,8,19,4,10,0,10.5,2453,20,1841,51,9,209
563844,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-08-19 14:04:00,0.85,17725.0,United Kingdom,2011-08-19,2011,8,19,4,14,0,10.2,2459,1702,736,1560,27,209
563835,23201,JUMBO BAG ALPHABET,10,2011-08-19 12:53:00,2.08,13242.0,United Kingdom,2011-08-19,2011,8,19,4,12,0,20.8,2457,1272,823,272,27,209
563924,85169A,IVORY LOVE BIRD CANDLE,12,2011-08-21 14:32:00,1.25,15984.0,United Kingdom,2011-08-21,2011,8,21,6,14,1,15.0,2468,1773,802,1063,27,210
563924,21172,PARTY METAL SIGN ,1,2011-08-21 14:32:00,1.45,15984.0,United Kingdom,2011-08-21,2011,8,21,6,14,1,1.45,2468,185,1117,1063,27,210
563905,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-08-21 11:43:00,8.95,13267.0,United Kingdom,2011-08-21,2011,8,21,6,11,1,17.9,2463,1577,1799,281,27,210
563933,22856,ASSORTED EASTER DECORATIONS  BELLS,6,2011-08-21 15:54:00,1.25,16536.0,United Kingdom,2011-08-21,2011,8,21,6,15,1,7.5,2471,1054,113,1219,27,210
563928,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-08-21 15:17:00,0.55,17059.0,United Kingdom,2011-08-21,2011,8,21,6,15,1,0.55,2470,740,1070,1364,27,210
563925,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-08-21 14:42:00,4.95,13610.0,United Kingdom,2011-08-21,2011,8,21,6,14,1,4.95,2469,1302,1506,378,27,210
563912,21466,RED FLOWER CROCHET FOOD COVER,6,2011-08-21 12:58:00,3.75,17675.0,United Kingdom,2011-08-21,2011,8,21,6,12,1,22.5,2466,282,1263,1541,27,210
563935,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,4,2011-08-21 16:24:00,0.83,15547.0,United Kingdom,2011-08-21,2011,8,21,6,16,1,3.32,2472,1226,975,937,27,210
563913,22960,JAM MAKING SET WITH JARS,12,2011-08-21 13:11:00,3.75,14911.0,EIRE,2011-08-21,2011,8,21,6,13,1,45.0,2467,1117,815,757,6,210
563912,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-08-21 12:58:00,4.15,17675.0,United Kingdom,2011-08-21,2011,8,21,6,12,1,24.900000000000002,2466,1297,1470,1541,27,210
563907,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-08-21 11:57:00,7.95,14733.0,United Kingdom,2011-08-21,2011,8,21,6,11,1,31.8,2464,1576,1798,712,27,210
563909,21761,WOOD AND GLASS MEDICINE CABINET,1,2011-08-21 12:36:00,21.95,15701.0,United Kingdom,2011-08-21,2011,8,21,6,12,1,29.95,2465,397,1797,978,27,210
563924,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,2,2011-08-21 14:32:00,2.95,15984.0,United Kingdom,2011-08-21,2011,8,21,6,14,1,5.9,2468,328,1378,1063,27,210
563933,21784,SHOE SHINE BOX ,2,2011-08-21 15:54:00,9.95,16536.0,United Kingdom,2011-08-21,2011,8,21,6,15,1,19.9,2471,404,1541,1219,27,210
563909,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,2,2011-08-21 12:36:00,0.75,15701.0,United Kingdom,2011-08-21,2011,8,21,6,12,1,1.5,2465,1520,540,978,27,210
563909,23322,LARGE WHITE HEART OF WICKER,4,2011-08-21 12:36:00,2.95,15701.0,United Kingdom,2011-08-21,2011,8,21,6,12,1,11.8,2465,1357,879,978,27,210
563946,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-08-22 10:15:00,11.95,17527.0,United Kingdom,2011-08-22,2011,8,22,0,10,0,23.9,2475,886,229,1497,27,211
564061,23327,HANGING CLEAR MINI BOTTLE,6,2011-08-22 14:38:00,0.63,14505.0,United Kingdom,2011-08-22,2011,8,22,0,14,0,3.7800000000000002,2481,1360,732,640,27,211
564051,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-08-22 13:32:00,14.95,14265.0,Unspecified,2011-08-22,2011,8,22,0,13,0,14.95,2479,1038,30,567,28,211
564066,23359,SET OF 12 T-LIGHTS VINTAGE DOILY,12,2011-08-22 15:05:00,1.95,17703.0,United Kingdom,2011-08-22,2011,8,22,0,15,0,23.4,2482,1386,1428,1554,27,211
564049,17038,PORCELAIN BUDAH INCENSE HOLDER,30,2011-08-22 13:30:00,0.20960000000000006,17585.0,United Kingdom,2011-08-22,2011,8,22,0,13,0,3.0,2478,35,1221,1513,27,211
564077,82551,LAUNDRY 15C METAL SIGN,2,2011-08-22 15:42:00,1.45,14711.0,United Kingdom,2011-08-22,2011,8,22,0,15,0,2.9,2483,1579,883,702,27,211
563939,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-22 09:28:00,1.69,14959.0,United Kingdom,2011-08-22,2011,8,22,0,9,0,13.52,2474,1678,109,773,27,211
563951,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-08-22 10:42:00,1.45,16839.0,United Kingdom,2011-08-22,2011,8,22,0,10,0,17.4,2476,489,1459,1314,27,211
564060,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-08-22 14:37:00,4.15,17073.0,United Kingdom,2011-08-22,2011,8,22,0,14,0,24.900000000000002,2480,1299,1468,1370,27,211
563951,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-08-22 10:42:00,2.95,16839.0,United Kingdom,2011-08-22,2011,8,22,0,10,0,17.700000000000003,2476,938,699,1314,27,211
564061,23050,RECYCLED ACAPULCO MAT GREEN,1,2011-08-22 14:38:00,8.25,14505.0,United Kingdom,2011-08-22,2011,8,22,0,14,0,8.25,2481,1175,1247,640,27,211
564077,22097,SWALLOW SQUARE TISSUE BOX,3,2011-08-22 15:42:00,0.39,14711.0,United Kingdom,2011-08-22,2011,8,22,0,15,0,1.17,2483,549,1629,702,27,211
564049,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2011-08-22 13:30:00,2.08,17585.0,United Kingdom,2011-08-22,2011,8,22,0,13,0,2.08,2478,1233,1478,1513,27,211
564079,22378,WALL TIDY RETROSPOT ,5,2011-08-22 15:55:00,2.1,12627.0,Germany,2011-08-22,2011,8,22,0,15,0,10.5,2484,719,1763,91,10,211
563937,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-08-22 09:10:00,1.25,18204.0,United Kingdom,2011-08-22,2011,8,22,0,9,0,30.0,2473,162,1509,1684,27,211
564043,16045,POPART WOODEN PENCILS ASST,100,2011-08-22 12:55:00,0.20960000000000006,14414.0,United Kingdom,2011-08-22,2011,8,22,0,12,0,4.0,2477,17,1214,606,27,211
564197,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-08-23 17:13:00,0.55,13425.0,United Kingdom,2011-08-23,2011,8,23,1,17,0,13.200000000000001,2497,202,1071,322,27,212
564168,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-08-23 13:51:00,0.83,16794.0,United Kingdom,2011-08-23,2011,8,23,1,13,0,0.83,2490,1256,1660,1300,27,212
564140,21883,STARS GIFT TAPE ,12,2011-08-23 11:47:00,0.65,12621.0,Germany,2011-08-23,2011,8,23,1,11,0,7.800000000000001,2486,448,1613,89,10,212
564144,84926D,LA PALMIERA TILE COASTER,24,2011-08-23 11:53:00,0.29,13939.0,United Kingdom,2011-08-23,2011,8,23,1,11,0,6.959999999999999,2487,1686,860,465,27,212
564182,23254,CHILDRENS CUTLERY DOLLY GIRL ,12,2011-08-23 14:55:00,4.15,17242.0,United Kingdom,2011-08-23,2011,8,23,1,14,0,49.800000000000004,2492,1311,325,1416,27,212
564150,22384,LUNCH BAG PINK POLKADOT,10,2011-08-23 12:30:00,1.65,14936.0,Channel Islands,2011-08-23,2011,8,23,1,12,0,16.5,2489,725,915,765,2,212
564095,23080,RED METAL BOX TOP SECRET,2,2011-08-23 10:31:00,8.25,14930.0,Channel Islands,2011-08-23,2011,8,23,1,10,0,16.5,2485,1187,1270,761,2,212
564182,84997C,CHILDRENS CUTLERY POLKADOT BLUE,12,2011-08-23 14:55:00,4.15,17242.0,United Kingdom,2011-08-23,2011,8,23,1,14,0,49.800000000000004,2492,1713,326,1416,27,212
564192,22192,BLUE DINER WALL CLOCK,2,2011-08-23 16:36:00,8.5,17719.0,United Kingdom,2011-08-23,2011,8,23,1,16,0,17.0,2496,608,188,1557,27,212
564172,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,8,2011-08-23 14:19:00,1.45,16033.0,United Kingdom,2011-08-23,2011,8,23,1,14,0,11.6,2491,904,292,1083,27,212
564147,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-08-23 12:21:00,0.55,14004.0,United Kingdom,2011-08-23,2011,8,23,1,12,0,13.200000000000001,2488,492,1069,480,27,212
564191,22336,DOVE DECORATION PAINTED ZINC ,1,2011-08-23 16:16:00,0.65,17315.0,United Kingdom,2011-08-23,2011,8,23,1,16,0,0.65,2495,694,486,1437,27,212
564189,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-08-23 15:34:00,4.95,14769.0,United Kingdom,2011-08-23,2011,8,23,1,15,0,19.8,2494,805,946,722,27,212
564147,20725,LUNCH BAG RED RETROSPOT,50,2011-08-23 12:21:00,1.65,14004.0,United Kingdom,2011-08-23,2011,8,23,1,12,0,82.5,2488,71,916,480,27,212
564186,23111,PARISIENNE SEWING BOX,1,2011-08-23 15:20:00,12.5,15755.0,United Kingdom,2011-08-23,2011,8,23,1,15,0,12.5,2493,1207,1105,996,27,212
564168,23199,JUMBO BAG APPLES,5,2011-08-23 13:51:00,2.08,16794.0,United Kingdom,2011-08-23,2011,8,23,1,13,0,10.4,2490,1270,824,1300,27,212
564330,47559B,TEA TIME OVEN GLOVE,5,2011-08-24 13:57:00,1.25,13411.0,United Kingdom,2011-08-24,2011,8,24,2,13,0,6.25,2505,1514,1652,318,27,213
564342,23296,SET OF 6 TEA TIME BAKING CASES,4,2011-08-24 14:53:00,1.25,16340.0,United Kingdom,2011-08-24,2011,8,24,2,14,0,5.0,2506,1337,1495,1163,27,213
564256,21877,HOME SWEET HOME MUG,4,2011-08-24 10:45:00,1.25,14796.0,United Kingdom,2011-08-24,2011,8,24,2,10,0,5.0,2500,444,780,726,27,213
564307,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,2,2011-08-24 12:32:00,4.15,17865.0,United Kingdom,2011-08-24,2011,8,24,2,12,0,8.3,2502,1711,327,1606,27,213
564356,22728,ALARM CLOCK BAKELIKE PINK,2,2011-08-24 15:47:00,3.75,13969.0,United Kingdom,2011-08-24,2011,8,24,2,15,0,7.5,2509,962,84,472,27,213
564346,22630,DOLLY GIRL LUNCH BOX,4,2011-08-24 14:54:00,1.95,15727.0,United Kingdom,2011-08-24,2011,8,24,2,14,0,7.8,2507,894,457,988,27,213
564355,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-08-24 15:12:00,3.75,13507.0,United Kingdom,2011-08-24,2011,8,24,2,15,0,15.0,2508,105,1262,349,27,213
564224,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-08-24 09:56:00,7.95,15249.0,United Kingdom,2011-08-24,2011,8,24,2,9,0,15.9,2498,1732,16,860,27,213
564230,22898,CHILDRENS APRON APPLES DESIGN,3,2011-08-24 10:22:00,4.96,Unknown,United Kingdom,2011-08-24,2011,8,24,2,10,0,14.879999999999999,2499,1072,322,1705,27,213
564342,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,2,2011-08-24 14:53:00,0.83,16340.0,United Kingdom,2011-08-24,2011,8,24,2,14,0,1.66,2506,1323,599,1163,27,213
564301,23004,TRAVEL CARD WALLET PANTRY,24,2011-08-24 11:54:00,0.42,14299.0,United Kingdom,2011-08-24,2011,8,24,2,11,0,10.08,2501,1153,1678,579,27,213
564308,21394,RED POLKADOT BEAKER ,48,2011-08-24 12:36:00,0.39,13901.0,United Kingdom,2011-08-24,2011,8,24,2,12,0,18.72,2503,259,1272,457,27,213
564224,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-08-24 09:56:00,4.25,15249.0,United Kingdom,2011-08-24,2011,8,24,2,9,0,17.0,2498,1594,537,860,27,213
564356,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-08-24 15:47:00,2.08,13969.0,United Kingdom,2011-08-24,2011,8,24,2,15,0,12.48,2509,1300,1690,472,27,213
564256,47559B,TEA TIME OVEN GLOVE,11,2011-08-24 10:45:00,1.25,14796.0,United Kingdom,2011-08-24,2011,8,24,2,10,0,13.75,2500,1514,1652,726,27,213
564315,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2011-08-24 13:07:00,3.75,14730.0,United Kingdom,2011-08-24,2011,8,24,2,13,0,7.5,2504,272,1514,710,27,213
564510,23315,IVORY REFECTORY CLOCK,2,2011-08-25 14:42:00,9.95,14194.0,United Kingdom,2011-08-25,2011,8,25,3,14,0,19.9,2518,1352,804,543,27,214
564479,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-08-25 13:12:00,4.15,12682.0,France,2011-08-25,2011,8,25,3,13,0,24.900000000000002,2514,1297,1470,107,9,214
564480,82494L,WOODEN FRAME ANTIQUE WHITE ,18,2011-08-25 13:24:00,2.95,17656.0,United Kingdom,2011-08-25,2011,8,25,3,13,0,53.1,2515,1578,1807,1536,27,214
564437,20718,RED RETROSPOT SHOPPER BAG,10,2011-08-25 12:10:00,1.25,13320.0,United Kingdom,2011-08-25,2011,8,25,3,12,0,12.5,2512,67,1292,297,27,214
C564426,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-1,2011-08-25 11:13:00,3.75,15804.0,United Kingdom,2011-08-25,2011,8,25,3,11,0,-3.75,3693,1610,311,1007,27,214
564432,85230A,OPIUM SCENTED VOTIVE CANDLE,24,2011-08-25 11:40:00,0.29,13517.0,United Kingdom,2011-08-25,2011,8,25,3,11,0,6.959999999999999,2511,1798,1023,350,27,214
564537,37489D,PINK/GREEN FLOWER DESIGN BIG MUG,2,2011-08-25 15:18:00,0.39,15550.0,United Kingdom,2011-08-25,2011,8,25,3,15,0,0.78,2521,1496,1192,939,27,214
564473,22383,LUNCH BAG SUKI DESIGN ,20,2011-08-25 12:33:00,1.65,16722.0,United Kingdom,2011-08-25,2011,8,25,3,12,0,33.0,2513,724,919,1270,27,214
564516,48185,DOORMAT FAIRY CAKE,2,2011-08-25 14:45:00,14.13,Unknown,United Kingdom,2011-08-25,2011,8,25,3,14,0,28.26,2519,1536,462,1705,27,214
564489,22629,SPACEBOY LUNCH BOX ,3,2011-08-25 14:13:00,1.95,15950.0,United Kingdom,2011-08-25,2011,8,25,3,14,0,5.85,2517,893,1604,1052,27,214
564535,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-08-25 15:10:00,0.83,18075.0,United Kingdom,2011-08-25,2011,8,25,3,15,0,6.64,2520,1336,1427,1648,27,214
564539,22378,WALL TIDY RETROSPOT ,5,2011-08-25 15:22:00,2.1,12715.0,Sweden,2011-08-25,2011,8,25,3,15,0,10.5,2522,719,1763,121,24,214
564372,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-08-25 09:55:00,0.83,12714.0,France,2011-08-25,2011,8,25,3,9,0,6.64,2510,1334,1425,120,9,214
C564427,22893,MINI CAKE STAND T-LIGHT HOLDER,-1,2011-08-25 11:18:00,0.42,17841.0,United Kingdom,2011-08-25,2011,8,25,3,11,0,-0.42,3694,1067,959,1599,27,214
564537,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-08-25 15:18:00,1.25,15550.0,United Kingdom,2011-08-25,2011,8,25,3,15,0,15.0,2521,597,1710,939,27,214
564482,72232,FENG SHUI PILLAR CANDLE,48,2011-08-25 13:40:00,0.20960000000000006,13149.0,United Kingdom,2011-08-25,2011,8,25,3,13,0,9.120000000000001,2516,1549,586,241,27,214
564656,22508,DOORSTOP RETROSPOT HEART,4,2011-08-26 14:40:00,3.75,14141.0,United Kingdom,2011-08-26,2011,8,26,4,14,0,15.0,2535,806,483,524,27,215
564650,22437,SET OF 9 BLACK SKULL BALLOONS,100,2011-08-26 14:17:00,0.72,14646.0,Netherlands,2011-08-26,2011,8,26,4,14,0,144.0,2533,758,1503,679,18,215
564559,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-08-26 09:37:00,2.08,15811.0,United Kingdom,2011-08-26,2011,8,26,4,9,0,20.8,2523,736,842,1012,27,215
564637,23433,HANGING QUILTED PATCHWORK APPLES,12,2011-08-26 12:49:00,0.83,16641.0,United Kingdom,2011-08-26,2011,8,26,4,12,0,9.959999999999999,2528,1415,745,1243,27,215
564614,47566,PARTY BUNTING,8,2011-08-26 11:35:00,4.95,13994.0,United Kingdom,2011-08-26,2011,8,26,4,11,0,39.6,2525,1515,1106,477,27,215
564635,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-08-26 12:41:00,0.85,15615.0,United Kingdom,2011-08-26,2011,8,26,4,12,0,8.5,2527,1275,306,955,27,215
564565,22595,GINGHAM HEART DECORATION,12,2011-08-26 10:50:00,0.85,14911.0,EIRE,2011-08-26,2011,8,26,4,10,0,10.2,2524,867,652,757,6,215
564642,22161,HEART DECORATION RUSTIC HANGING ,24,2011-08-26 13:22:00,0.20960000000000006,13527.0,United Kingdom,2011-08-26,2011,8,26,4,13,0,4.5600000000000005,2530,586,752,352,27,215
564642,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-08-26 13:22:00,0.83,13527.0,United Kingdom,2011-08-26,2011,8,26,4,13,0,6.64,2530,1336,1427,352,27,215
564640,22867,HAND WARMER BIRD DESIGN,12,2011-08-26 13:00:00,2.1,14837.0,United Kingdom,2011-08-26,2011,8,26,4,13,0,25.200000000000003,2529,1061,722,740,27,215
564643,23203,JUMBO BAG VINTAGE DOILY ,4,2011-08-26 13:25:00,2.08,15356.0,United Kingdom,2011-08-26,2011,8,26,4,13,0,8.32,2531,1274,839,882,27,215
564635,23298,SPOTTY BUNTING,3,2011-08-26 12:41:00,4.95,15615.0,United Kingdom,2011-08-26,2011,8,26,4,12,0,14.850000000000001,2527,1339,1607,955,27,215
564670,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-08-26 15:44:00,0.85,12683.0,France,2011-08-26,2011,8,26,4,15,0,10.2,2536,500,1065,108,9,215
564654,C2,CARRIAGE,1,2011-08-26 14:29:00,21.95,14911.0,EIRE,2011-08-26,2011,8,26,4,14,0,50.0,2534,1851,280,757,6,215
564646,22727,ALARM CLOCK BAKELIKE RED ,1,2011-08-26 13:39:00,8.29,Unknown,United Kingdom,2011-08-26,2011,8,26,4,13,0,8.29,2532,961,85,1705,27,215
564630,21164,HOME SWEET HOME METAL SIGN ,6,2011-08-26 11:53:00,2.95,13644.0,United Kingdom,2011-08-26,2011,8,26,4,11,0,17.700000000000003,2526,179,779,386,27,215
564747,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-08-28 16:09:00,1.65,14869.0,United Kingdom,2011-08-28,2011,8,28,6,16,1,16.5,2547,1279,921,749,27,216
564735,23110,PARISIENNE KEY CABINET ,1,2011-08-28 13:35:00,5.75,15856.0,United Kingdom,2011-08-28,2011,8,28,6,13,1,5.75,2544,1206,1104,1026,27,216
564716,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-28 11:02:00,2.55,14810.0,United Kingdom,2011-08-28,2011,8,28,6,11,1,15.299999999999999,2538,1574,1811,734,27,216
564727,23196,VINTAGE LEAF MAGNETIC NOTEPAD,2,2011-08-28 12:31:00,1.45,16686.0,United Kingdom,2011-08-28,2011,8,28,6,12,1,2.9,2542,1267,1739,1257,27,216
564715,22294,HEART FILIGREE DOVE  SMALL,2,2011-08-28 11:01:00,1.25,14472.0,United Kingdom,2011-08-28,2011,8,28,6,11,1,2.5,2537,665,754,629,27,216
564745,22095,LADS ONLY TISSUE BOX,1,2011-08-28 15:27:00,0.39,16806.0,United Kingdom,2011-08-28,2011,8,28,6,15,1,0.39,2546,548,862,1304,27,216
564725,22224,WHITE LOVEBIRD LANTERN,1,2011-08-28 12:28:00,2.95,18041.0,United Kingdom,2011-08-28,2011,8,28,6,12,1,2.95,2541,626,1779,1643,27,216
564740,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2011-08-28 14:39:00,1.25,14044.0,United Kingdom,2011-08-28,2011,8,28,6,14,1,1.25,2545,503,218,493,27,216
564727,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,2011-08-28 12:31:00,4.15,16686.0,United Kingdom,2011-08-28,2011,8,28,6,12,1,4.15,2542,1297,1470,1257,27,216
564735,23326,HANGING MINI COLOURED BOTTLES,48,2011-08-28 13:35:00,0.63,15856.0,United Kingdom,2011-08-28,2011,8,28,6,13,1,30.240000000000002,2544,1359,743,1026,27,216
564734,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-08-28 13:32:00,0.42,12484.0,Spain,2011-08-28,2011,8,28,6,13,1,6.72,2543,1639,1576,46,23,216
564715,22716,CARD CIRCUS PARADE,12,2011-08-28 11:01:00,0.42,14472.0,United Kingdom,2011-08-28,2011,8,28,6,11,1,5.04,2537,952,272,629,27,216
564715,21754,HOME BUILDING BLOCK WORD,1,2011-08-28 11:01:00,5.95,14472.0,United Kingdom,2011-08-28,2011,8,28,6,11,1,5.95,2537,393,774,629,27,216
564735,22269,EGG CUP NATURAL CHICKEN,1,2011-08-28 13:35:00,0.39,15856.0,United Kingdom,2011-08-28,2011,8,28,6,13,1,0.39,2544,651,510,1026,27,216
564724,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-08-28 12:16:00,3.25,15555.0,United Kingdom,2011-08-28,2011,8,28,6,12,1,3.25,2540,129,1510,940,27,216
564719,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,6,2011-08-28 11:55:00,0.75,15325.0,United Kingdom,2011-08-28,2011,8,28,6,11,1,4.5,2539,1520,540,875,27,216
564760,23167,SMALL CERAMIC TOP STORAGE JAR ,1,2011-08-30 10:47:00,1.63,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,1.63,2550,1242,1573,1705,27,217
564818,23330,DECORATIVE WICKER HEART MEDIUM,2,2011-08-30 12:10:00,2.46,Unknown,United Kingdom,2011-08-30,2011,8,30,1,12,0,4.92,2552,1363,434,1705,27,217
564841,21239,PINK  POLKADOT CUP,2,2011-08-30 13:42:00,1.63,Unknown,United Kingdom,2011-08-30,2011,8,30,1,13,0,3.26,2554,212,1146,1705,27,217
564754,82580,BATHROOM METAL SIGN,1,2011-08-30 10:29:00,1.25,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,1.25,2548,1583,145,1705,27,217
564837,84596F,SMALL MARSHMALLOWS PINK BOWL,4,2011-08-30 12:40:00,0.83,Unknown,United Kingdom,2011-08-30,2011,8,30,1,12,0,3.32,2553,1641,1581,1705,27,217
564760,84596F,SMALL MARSHMALLOWS PINK BOWL,1,2011-08-30 10:47:00,0.83,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,0.83,2550,1641,1581,1705,27,217
564760,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-08-30 10:47:00,1.25,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,1.25,2550,202,1071,1705,27,217
564760,21755,LOVE BUILDING BLOCK WORD,1,2011-08-30 10:47:00,12.46,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,12.46,2550,394,901,1705,27,217
564760,22664,TOY TIDY DOLLY GIRL DESIGN,1,2011-08-30 10:47:00,4.13,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,4.13,2550,917,1666,1705,27,217
564758,22135,MINI LADLE LOVE HEART PINK,1,2011-08-30 10:39:00,0.83,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,0.83,2549,570,968,1705,27,217
564754,22692,DOORMAT WELCOME TO OUR HOME,1,2011-08-30 10:29:00,15.79,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,15.79,2548,934,481,1705,27,217
564818,22355,CHARLOTTE BAG SUKI DESIGN,16,2011-08-30 12:10:00,1.63,Unknown,United Kingdom,2011-08-30,2011,8,30,1,12,0,26.08,2552,703,309,1705,27,217
564837,23091,ZINC HERB GARDEN CONTAINER,2,2011-08-30 12:40:00,12.46,Unknown,United Kingdom,2011-08-30,2011,8,30,1,12,0,24.92,2553,1195,1855,1705,27,217
564817,21935,SUKI  SHOULDER BAG,5,2011-08-30 12:02:00,1.63,Unknown,United Kingdom,2011-08-30,2011,8,30,1,12,0,8.149999999999999,2551,480,1626,1705,27,217
564754,47559B,TEA TIME OVEN GLOVE,1,2011-08-30 10:29:00,2.46,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,2.46,2548,1514,1652,1705,27,217
564760,21907,I'M ON HOLIDAY METAL SIGN,1,2011-08-30 10:47:00,4.13,Unknown,United Kingdom,2011-08-30,2011,8,30,1,10,0,4.13,2550,462,792,1705,27,217
C565023,22988,SOLDIERS EGG CUP ,-3,2011-08-31 16:30:00,1.06,12901.0,United Kingdom,2011-08-31,2011,8,31,2,16,0,-7.960999999999998,3697,1139,1598,168,27,218
C564940,23201,JUMBO BAG ALPHABET,-3,2011-08-31 13:10:00,1.79,12931.0,United Kingdom,2011-08-31,2011,8,31,2,13,0,-7.960999999999998,3695,1272,823,179,27,218
564974,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,2011-08-31 15:32:00,8.29,Unknown,United Kingdom,2011-08-31,2011,8,31,2,15,0,8.29,2559,270,1537,1705,27,218
564974,23084,RABBIT NIGHT LIGHT,1,2011-08-31 15:32:00,4.13,Unknown,United Kingdom,2011-08-31,2011,8,31,2,15,0,4.13,2559,1190,1236,1705,27,218
565014,22383,LUNCH BAG SUKI DESIGN ,30,2011-08-31 16:28:00,1.65,16180.0,United Kingdom,2011-08-31,2011,8,31,2,16,0,49.5,2561,724,919,1124,27,218
564974,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-08-31 15:32:00,2.46,Unknown,United Kingdom,2011-08-31,2011,8,31,2,15,0,4.92,2559,478,1189,1705,27,218
